,State,City,Zip,Address,Phone,Name
1963,Florida,Bradenton,34208,2020 26th Avenue East,(941) 782-4600,Centerstone Hospital Inpatient Services
1964,Florida,Bradenton,34208,1324 37th Avenue East,(941) 792-2222,Palm Shores Behavioral Health Center
1965,Florida,Bradenton,34210,4480 51st Street West,(941) 251-5000,Suncoast Behavioral Health Center
1966,Florida,Brandon,33511,126 Lithia Pincrest Road,(813) 689-8828,Bay Area Behavioral Services
1967,Florida,Brandon,33511,119 Oakfield Drive,(813) 681-5551,Brandon Regional Hospital
1968,Florida,Brooksville,34613,15311 Cortez Boulevard,(352) 540-9335,BayCare Behavioral Health
1969,Florida,Brooksville,34613,7300 Grove Road,(352) 678-5553,WestBridge
1970,Florida,Bunnell,32110,301 Justice Lane,(386) 236-1810,SMA Healthcare Flagler Center
1971,Florida,Cape Coral,33909,2489 Diplomat Parkway East,(239) 652-1800,Bay Pines VA Healthcare System Lee County Healthcare Center
1972,Florida,Cape Coral,33990,1105 Cultural Park Boulevard,(239) 275-3222,SalusCare Inc Cape Coral Campus
1973,Florida,Casselberry,32730,237 Fernwood Boulevard,(407) 831-2411,Aspire Health Partners
1974,Florida,Casselberry,32730,8400 La Amistad Cove,(407) 332-1711,La Amistad Foundation Inc Lakewood Center
1975,Florida,Century,32535,6021 Industrial Bouleard,(850) 256-6280,Century Clinic
1976,Florida,Chiefland,32626,103 NE 1st Street,(352) 439-0069,Meridian Behavioral Healthcare Inc Levy County Clinic
1977,Florida,Chipley,32428,1360 Brickyard Road,(850) 415-7207,Senior Enrichment Northwest Florida Community Hospital
1978,Florida,Clearwater,33756,1106 Druid Road South,(727) 584-6266,Baycare Life Management
1979,Florida,Clearwater,33756,1569 South Fort Harrison Avenue,(727) 449-0300,Fairwinds Properties Inc Fairwinds Treatment Center
1980,Florida,Clearwater,33756,626 Lakeview Road,(727) 449-8331,FACT/Clearwater
1981,Florida,Clearwater,33756,300 Pinellas Street,(727) 462-7000,Morton Plant
1982,Florida,Clearwater,33760,2769 Whitney Road,(800) 743-6802,NeuroRestorative
1983,Florida,Clearwater,33760,2188 58th Street North,(727) 388-1220,Suncoast Centers Inc Outpatient Services
1984,Florida,Clearwater,33764,11300 U.S. Highway 19 North,(727) 541-2646x1006,Windmoor Healthcare
1985,Florida,Clermont,34711,2140 Don Wickham Drive,(352) 394-5922,LifeStream Behavioral Center Southlake Outpatient Center
1986,Florida,Cocoa,32922,640 Brevard Avenue,(321) 433-1111,Kinder Konsulting and Parents Too Inc
1987,Florida,Cocoa,32922,505 Brevard Avenue,(321) 632-5792,Lifetime Counseling Center
1988,Florida,Crawfordville,32327,43 Oak Street,(850) 926-5900,Apalachee Center Inc Wakulla County Clinic
1989,Florida,Crestview,32536,299 West Railroad Avenue,(850) 689-7810,Bridgeway Center Inc
1990,Florida,Cross City,32628,41 NE 238th Street,(352) 471-0069,Meridian Behavioral Healthcare Inc Dixie County Clinic
1991,Florida,Daytona Beach,32119,2400 South Ridgewood Avenue,(904) 493-8305,Childrens Home Society of Florida North Coastal Division
1992,Florida,Daytona Beach,32114,412 South Palmetto Avenue,(386) 254-2848,Chrysalis Health Outpatient Office
1993,Florida,Daytona Beach,32114,303 North Clyde Morris Boulevard,(386) 254-4080,Halifax Health Adult Psychiatry
1994,Florida,Daytona Beach,32114,841 Jimmy Ann Drive,(386) 425-3900,Halifax Health Behavioral Services
1995,Florida,Daytona Beach,32119,1000 Big Tree Road,(386) 301-4073,House Next Door
1996,Florida,Daytona Beach,32114,1220 Willis Avenue,(386) 236-3200,SMA Healthcare
1997,Florida,Daytona Beach,32114,225 Fentress Boulevard,(386) 236-3233,SMA Healthcare Enrichment Program
1998,Florida,Daytona Beach,32114,207 San Juan Boulevard,(386) 236-3200,SMA Healthcare FACT
1999,Florida,Daytona Beach,32124,1150 Red John Drive,(800) 539-4228,SMA Healthcare Pinegrove Crisis Services
2000,Florida,Deerfield Beach,33441,1431 SW 9th Avenue,(954) 834-5099,DEERFIELD BEACH Lifeskills South Florida
2001,Florida,Deerfield Beach,33442,2100 SW 10th Street,(954) 570-5572,Miami VA Healthcare System Deerfield Beach CBOC
2002,Florida,Deland,32720,701 West Plymouth Avenue,(386) 943-4522,AdventHealth Deland
2003,Florida,Deland,32724,120 East New York Avenue,(386) 738-5543,Devereux Service Center Volusia
2004,Florida,Deland,32720,121 West Pennsylvania Avenue,(386) 738-9169,House Next Door Deland Center
2005,Florida,Deland,32720,105 West Calvin Street,(386) 254-1100,SMA Healthcare Deland Outpatient
2006,Florida,Delray Beach,33483,403 SE 1st Street,(561) 266-8866,DELRAY BEACH Delray Center for Healing
2007,Florida,Delray Beach,33483,120 SE 4th Avenue,(561) 266-8866,Delray Center for Recovery
2008,Florida,Delray Beach,33484,5440 Linton Boulevard,(561) 495-3742,Fair Oaks Pavilion at Delray Medical Center
2009,Florida,Delray Beach,33484,16158 South Military Trail,(561) 737-8400,South County Mental Health Center Inc
2010,Florida,Deltona,32725,517 Deltona Boulevard,(386) 259-5413,Circle of Friends Services Inc Deltona
2011,Florida,Deltona,32725,840 Deltona Boulevard,(386) 860-1776x3205,Deltona Counseling Center
2012,Florida,Deltona,32725,51 Childrens Way,(386) 668-4774,FL United Methodist Childrens Home
2013,Florida,Dunedin,34698,601 Main Street,(727) 733-1111,Mease Dunedin Hospital
2014,Florida,Eglin AFB,32542,100 Veterans Way,(850) 609-2650,Eglin CBOC Gulf Coast VHCS
2015,Florida,Eustis,32726,1217 East Huffstetler Road,(352) 483-1652,LifeStream Behavioral Center Childrens Services Center
2016,Florida,Eustis,32726,201 East Magnolia Avenue,(352) 357-1550,LifeStream Behavioral Center Eustis Outpatient/WIN
2017,Florida,Fernandina Beach,32034,1903 Island Walkway,(904) 277-0027,FERNANDINA BEACH Florida Psychological Associates LLC
2018,Florida,Fernandina Beach,32034,2201 Sadler Road,(904) 491-2009,Starting Point Behavioral Healthcare Our Place
2019,Florida,Fort Lauderdale,33314,4343 South State Road 7,(954) 368-1344,FORT LAUDERDALE Academy For Adolescent Wellness
2020,Florida,Fort Lauderdale,33311,2617 NW 9th Lane,(954) 763-2030,Archways Behav Healthcare Center ATAP House
2021,Florida,Fort Lauderdale,33304,1142 NE 5th Avenue,(954) 763-2030,Archways Behav Healthcare Center Avon Manor Group Home
2022,Florida,Fort Lauderdale,33304,1133 NE 5th Terrace,(954) 763-2030,Archways Behav Healthcare Center Bennett Apartments
2023,Florida,Fort Lauderdale,33304,919 NE 13th Street,(954) 763-2030,Archways Behav Healthcare Center Main Facility
2024,Florida,Fort Lauderdale,33304,1720 NE 11th Street,(954) 763-2030x221,Archways Behav Healthcare Center Sunshine Apartments
2025,Florida,Fort Lauderdale,33308,6401 North Federal Highway,(954) 776-8500,Broward Health Imperial Point Behavioral Health
2026,Florida,Fort Lauderdale,33316,1600 South Andrews Avenue,(954) 355-5856,Broward Health Medical Center Behavioral Health Service
2027,Florida,Fort Lauderdale,33319,3810 Inverrary Boulevard,(754) 551-1489,CFB Solutions Inc
2028,Florida,Fort Lauderdale,33312,3800 West Broward Boulevard,(954) 587-1008,Chrysalis Health
2029,Florida,Fort Lauderdale,33311,1061 West Oakland Park Boulevard,(954) 792-9241x1409,Chrysalis Health
2030,Florida,Fort Lauderdale,33304,1527 NE 4th Avenue,(954) 835-5741,CMET
2031,Florida,Fort Lauderdale,33319,7481 West Oakland Park Boulevard,(888) 852-6672,Compass Health Systems Oakland Park Clinic
2032,Florida,Fort Lauderdale,33334,5757 North Dixie Highway,(954) 734-2000,Fort Lauderdale Behav Hlth Center
2033,Florida,Fort Lauderdale,33328,5400 South University Drive,(954) 252-6413,Gulf Coast Jewish Fam/Comm Servs
2034,Florida,Fort Lauderdale,33334,201 NE 40th Court,(954) 630-4181,Adult Resid Trt and Stabilization
2035,Florida,Fort Lauderdale,33319,4700 North State Road 7,(954) 730-7284,Henderson Behavioral Health Community Support Services
2036,Florida,Fort Lauderdale,33319,4720 North State Road 7,(954) 463-0911,Henderson Behavioral Health CRC/Crisis Walk In Center
2037,Florida,Fort Lauderdale,33319,4720 North State Road 7,(954) 485-8888,Henderson Behavioral Health FACT Program
2038,Florida,Fort Lauderdale,33311,2677 NW 19th Street,(954) 739-8066,Henderson Behavioral Health Henderson CSU
2039,Florida,Fort Lauderdale,33313,5800 NW 27th Court,(954) 731-2835,Henderson Behavioral Health Rainbow
2040,Florida,Fort Lauderdale,33319,4700 North State Road 7,(954) 735-9550,Henderson Behavioral Health
2041,Florida,Fort Lauderdale,33312,330 SW 27th Avenue,(954) 791-4300,Henderson Behavioral Health Central Branch
2042,Florida,Fort Lauderdale,33309,2900 West Prospect Road,(954) 731-1000,Henderson Behavioral Health New Vistas Adults
2043,Florida,Fort Lauderdale,33309,2900 West Prospect Road,(954) 731-5100,Henderson Behavioral Health New Vistas Youth and Family
2044,Florida,Fort Lauderdale,33313,5700 NW 27th Court,(954) 735-1901,Henderson Behavioral Health Parkside House
2045,Florida,Fort Lauderdale,33328,3501 South University Drive,(954) 888-7999,Henderson Behavioral Health West Broward Branch
2046,Florida,Fort Lauderdale,33351,4200 North University Drive,(954) 749-7230x110,Jewish Adoption and Foster Options
2047,Florida,Fort Lauderdale,33313,5000 West Oakland Park Boulevard,(954) 735-6000x3542,North Shore Med Center FMC Campus Behavioral Health
2048,Florida,Fort Lauderdale,33317,601 South State Road 7,(954) 321-2296,Smith Mental Health Associates Smith Community Mental Health
2049,Florida,Fort Lauderdale,33321,7425 North University Drive,(954) 724-6296,University Pavilion at University Hospital and Medical Center
2050,Florida,Fort Myers,33907,12550 New Brittany Boulevard,(239) 343-9180,FORT MYERS Lee Health Behavioral Health Center
2051,Florida,Fort Myers,33908,9241 Park Royal Drive,(239) 985-2700,Park Royal Hospital
2052,Florida,Fort Myers,33966,10140 Deer Run Farms Road,(239) 275-3222,SalusCare Inc
2053,Florida,Fort Myers,33905,2789 Ortiz Avenue,(239) 275-3222,SalusCare Inc Ortiz Campus
2054,Florida,Fort Pierce,34950,1860 North Lawnwood Circle,(772) 466-1500,FORT PIERCE Lawnwood Pavilion Behav Hlth Servs
2055,Florida,Fort Pierce,34950,709 South 5th Street,(772) 672-8600,New Horizons of the Treasure Coast Inc Fort Pierce Outpatient
2056,Florida,Fort Pierce,34981,4500 West Midway Road,(772) 468-5600,New Horizons of the Treasure Coast Inc Mental Health Services
2057,Florida,Fort Pierce,34982,2814 South U.S. Highway 1,(772) 489-4726,Suncoast Mental Health Center
2058,Florida,Fort Pierce,34947,2011 South 25th Street,(772) 242-1079,Youth and Family Behavioral Health Center Inc
2059,Florida,Fort Walton Beach,32548,137 Hospital Drive NE,(850) 833-7500,FORT WALTON BEACH Bridgeway Center Inc
2060,Florida,Fort Walton Beach,32547,333 Lewis Street,(850) 833-3724,Bridgeway Center Inc Wellness Center
2061,Florida,Fort Walton Beach,32547,2004 Lewis Turner Boulevard,(850) 226-7893,Okaloosa Outpatient Center
2062,Florida,Gainesville,32608,1601 SW Archer Road,(352) 376-1611x7530,Malcolm Randall VAMC Mental Health Service Line (116A)
2063,Florida,Gainesville,32609,825 NW 23rd Avenue,(352) 271-8605,FACT/Gainesville
2064,Florida,Gainesville,32608,4300 SW 13th Street,(352) 374-5600,Meridian Behavioral Healthcare Inc Alachua County Campus
2065,Florida,Gainesville,32605,6500 West Newberry Road,(352) 333-4000,North Florida Regional Medical Center
2066,Florida,Gainesville,32606,4101 NW 89th Boulevard,(352) 265-5497,UF Health Shands Psychiatric Hospital
2067,Florida,Groveland,34736,611 South Main Avenue,(352) 429-5600,GFC Counseling
2068,Florida,Hialeah,33012,551 West 51 Place,(305) 817-6560,Citrus Health Network Maternal and Child Health Center
2069,Florida,Hialeah,33012,4225 West 20th Avenue,(305) 558-9700x5217,Southern Winds Hospital
2070,Florida,Hialeah,33014,15325 NW 60th Avenue,(305) 512-5388,Trinity CMHC Inc
2071,Florida,Hilliard,32046,15891 County Road 108,(904) 675-9140,Northwest Behavioral Health Services
2072,Florida,Hilliard,32046,371015 Eastwood Road,(904) 225-8280x409,Starting Point Behavioral Healthcare Hilliard/Our Place II
2073,Florida,Holiday,34691,3142 Darlington Road,(727) 943-4840,Darlington RTF
2074,Florida,Holiday,34691,1158 Alternate 19,(727) 934-3223,Springbrook Partial Hospitalization Program
2075,Florida,Hollywood,33026,1601 North Palm Avenue,(954) 447-0010,Compass Health Systems Pembroke Pines Clinic
2076,Florida,Hollywood,33026,701 Promenade Drive,(954) 364-8842,Enrichment Support Services LLC
2077,Florida,Hollywood,33021,5925 McKinley Street,(954) 963-0992,Florida Palms Academy Inc
2078,Florida,Hollywood,33020,1957 Jackson Street,(954) 921-2600,Henderson Behavioral Health South Branch
2079,Florida,Hollywood,33020,2421 Hollywood Boulevard,(954) 923-9111,Infinite Behavioral Health Inc
2080,Florida,Hollywood,33021,3501 Johnson Street,(954) 265-4293,Memorial Regional Hospital Behavioral Health
2081,Florida,Hollywood,33020,3400 North 29th Avenue,(954) 276-3400,Memorial Regional Hospital Outpatient Behavioral Health Center
2082,Florida,Hollywood,33021,3702 Washington Street,(954) 986-1811,Miami VA Healthcare System Hollywood CBOC
2083,Florida,Hollywood,33024,7369 Sheridan Street,(954) 894-1668,Miami VA Healthcare System Pembroke Pines/Hollywood CBOC
2084,Florida,Hollywood,33026,2525 Embassy Drive,(954) 272-0806,Milestones in Recovery Inc Milestones Eating Disorders Program
2085,Florida,Hollywood,33021,450 North Park Road,(954) 929-7515,Our Children Our Future Inc Caring
2086,Florida,Hollywood,33024,6848 Stirling Road,(954) 362-0104,Reflections Wellness Center LLC
2087,Florida,Homestead,33030,810 West Mowry Drive,(305) 248-4334,Comm Health of South Florida Inc Martin Luther King Jr Clinica
2088,Florida,Homestead,33030,654 NE 9th Place,(305) 248-3488x215,Homestead Behavioral Clinic
2089,Florida,Homestead,33033,2008 NE 8th Street,(305) 547-6890,Homestead Office
2090,Florida,Homestead,33032,13955 SW 264th Street,(786) 481-5885,Kristi House Inc
2091,Florida,Homestead,33030,950 North Krome Avenue,(305) 248-0874,Miami VA Healthcare System Homestead CBOC
2092,Florida,Immokalee,34142,425 North 1st Street,(239) 657-4434,David Lawrence Center Immokalee Satellite Services
2093,Florida,Jacksonville,32216,5730 Bowden Road,(904) 551-0760,ACE Agency for Comm Empowerment
2094,Florida,Jacksonville,32210,4250 Lakeside Drive,(904) 807-1203,Cathedral Foundation of Jacksonville Senior In Home Services
2095,Florida,Jacksonville,32210,4595 Lexington Avenue,(904) 448-4700x500,Child Guidance Center
2096,Florida,Jacksonville,32208,1110 Edgewood Avenue West,(904) 448-4700x600,Child Guidance Center
2097,Florida,Jacksonville,32207,5776 Saint Augustine Road,(904) 448-4700,Child Guidance Center
2098,Florida,Jacksonville,32207,3027 San Diego Road,(904) 493-8305,Childrens Home Society of Florida Buckner Division
2099,Florida,Jacksonville,32216,2121 Corporate Square Boulevard,(904) 207-7073,Chrysalis Health Outpatient Office
2100,Florida,Jacksonville,32206,623 Beechwood Street,(904) 358-1211,Community Rehabilitation Center
2101,Florida,Jacksonville,32216,3725 Belfort Road,(904) 296-1055,Daniel Memorial Inc
2102,Florida,Jacksonville,32202,40 East Adam Street,(904) 396-4846,Family Foundations
2103,Florida,Jacksonville,32216,6950 Philips Highway,(904) 239-3677,Florida Counseling and Evalution Servs Southside
2104,Florida,Jacksonville,32256,8540 Baycenter Road,(904) 448-1933,Jewish Family and Community Servs
2105,Florida,Jacksonville,32216,6900 Southpoint Drive North,(904) 470-6900,Malcolm Randall VAMC VA Outpatient Clinics Jacksonville
2106,Florida,Jacksonville,32211,6108 Arlington Road,(904) 743-2327,Manthers Place Counseling LLC
2107,Florida,Jacksonville,32216,3625 University Boulevard South,(904) 399-6111,Memorial Hospital Jacksonville
2108,Florida,Jacksonville,32207,4427 Emerson Street,(904) 745-0042,Mental Health Resource Center (MHRC)
2109,Florida,Jacksonville,32207,1636 Shadowood Lane,(904) 725-9701,Mental Health Resource Center (MHRC)
2110,Florida,Jacksonville,32254,3333 West 20th Street,(904) 695-9145,North
2111,Florida,Jacksonville,32246,11820 Beach Boulevard,(904) 642-9100,South
2112,Florida,Jacksonville,32209,921 North Davis Street,(904) 798-4365,National Youth Advocate Program Inc
2113,Florida,Jacksonville,32254,2392 Edgewood Avenue North,(904) 781-7797,Northwest Behavioral Health Service
2114,Florida,Jacksonville,32254,2400 Edgewood Avenue North,(904) 781-0600,Northwest Behavioral Health Service Children Services
2115,Florida,Jacksonville,32208,7287 Wilder Avenue,(904) 527-3953,Panama Youth Services
2116,Florida,Jacksonville,32216,6300 Beach Boulevard,(904) 724-9202,River Point Behavorial Health
2117,Florida,Jacksonville,32207,3901 Carmichael Avenue,(904) 899-6300x4467,River Region Human Services Inc
2118,Florida,Jacksonville,32209,655 West 8th Street,(904) 244-0411,ADLT SNR YAD UF Health Jacksonville
2119,Florida,Jacksonville,32216,3947 Salisbury Road,(904) 296-3533,Wekiva Springs Center
2120,Florida,Jasper,32052,406 10th Avenue NW,(386) 792-1338,Meridian Behavioral Healthcare Inc Hamilton County Clinic
2121,Florida,Jensen Beach,34957,1601 NE Braille Place,(772) 320-0770,JENSEN BEACH Helping People Succeed Inc
2122,Florida,Jensen Beach,34957,4001 NW Savannah Road,(772) 334-0701,Hibiscus Childrens Center
2123,Florida,Jupiter,33469,11301 SE Tequesta Terrace,(561) 744-0211,Sandy Pines Hospital
2124,Florida,Key Largo,33037,99198 Overseas Highway,(305) 434-7660x6,KEY LARGO Guidance Care Center Inc
2125,Florida,Key Largo,33037,105662 Overseas Highway,(305) 451-0164,Miami VA Healthcare System Key Largo CBOC
2126,Florida,Key West,33040,1205 4th Street,(305) 434-7660x4,Guidance Care Center Inc Lower Keys
2127,Florida,Key West,33040,1300 Douglas Circle,(305) 293-4863,Miami VA Healthcare System Key West CBOC
2128,Florida,Kissimmee,34741,120 Broadway Avenue,(321) 206-6560,All Family Resource Center LLC
2129,Florida,Kissimmee,34741,111 East Monument Avenue,(863) 261-8900,Changing Tree Wellness Center LLC
2130,Florida,Kissimmee,34741,111 East Monument Avenue,(386) 259-5413x222,COFS Kissimmee
2131,Florida,Kissimmee,34741,1964 North John Young Parkway,(407) 931-3155,FACT/Kissimmee
2132,Florida,Kissimmee,34741,110 West Neptune Road,(407) 317-7430,Orlando Health The Healing Tree
2133,Florida,Kissimmee,34741,102 Park Place Boulevard,(407) 851-5121,Orlando Psychiatric Associates Kissm
2134,Florida,Kissimmee,34741,206 Park Place Boulevard,(407) 846-0023,Park Place Behavioral Healthcare AKA Osceola Mental Health Inc
2135,Florida,Kissimmee,34741,3501 West Vine Street,(407) 892-5700x800,TTHI Counseling Center Kissimmee
2136,Florida,Lake Butler,32054,10 West Main Street,(386) 496-2347x8500,Meridian Behavioral Healthcare Inc Union County Clinic
2137,Florida,Lake City,32025,619 South Marion Street,(386) 755-3016,Lake City VAMC Mental Hygiene (116A)
2138,Florida,Lake City,32025,439 SW Michigan Street,(386) 487-0800x8064,Meridian Behavioral Healthcare Inc Columbia County Campus
2139,Florida,Lakeland,33801,500 South Florida Avenue,(863) 687-1222x0,Lakeland Regional Health Systems Behavioral Health Sciences
2140,Florida,Lakeland,33805,1324 Lakeland Hills Boulevard,(863) 687-1275,Lakeland Regional Health Systems Mental Health Services
2141,Florida,Lakeland,33805,1835 Gilmore Avenue,(863) 519-0575,Peace River Center
2142,Florida,Lakeland,33805,1825 Gilmore Avenue,(863) 519-0575,Peace River Center Gilmore Annex
2143,Florida,Lakeland,33801,722 East Myrtle Street,(863) 413-2688,Peace River Center Personal Development/Group Home 1
2144,Florida,Lakeland,33805,728 East Bella Vista Street,(863) 519-0565,Peace River Center Success House
2145,Florida,Lakeland,33801,1377 East Lake Parker Drive,(863) 937-8238,Tri County Human Services Inc New Beginning Women
2146,Florida,Lake Mary,32746,4106 West Lake Mary Boulevard,(407) 851-5121,Orlando Psychiatric Associates LK Ma
2147,Florida,Lake Wales,33853,410 South 11th Street,(863) 676-1433,Lake Wales Medical Center Navarro Center for Behavioral Health
2148,Florida,Lake Worth,33460,230 South Dixie Highway,(561) 533-6640,LAKE WORTH Chrysalis Health
2149,Florida,Lake Worth,33461,3199 Lake Worth Road,(561) 649-6500,Henderson Behavioral Health
2150,Florida,Lake Worth,33462,5301 South Congress Avenue,(561) 548-3777,JFK Medical Center
2151,Florida,Largo,33773,8823 115th Avenue,(727) 547-4566x4425,Directions for Living Largo Center
2152,Florida,Largo,33771,1614 Palm Way,(727) 545-6477,Personal Enrichment Through MH Servs/Paces Campus
2153,Florida,Leesburg,34748,700 North Palmetto Street,(352) 323-3272,Leesburg Regional Medical Center Behavioral Health Center
2154,Florida,Leesburg,34748,404 Webster Street,(352) 360-6625,LifeStream Behavioral Center AIMS Program
2155,Florida,Leesburg,34748,2018 Talley Road,(352) 315-7460,LifeStream Behavioral Center Hope and Recovery Center
2156,Florida,Leesburg,34748,215 North 3rd Street,(352) 315-7900,LifeStream Behavioral Center Leesburg Outpatient/WIN
2157,Florida,Leesburg,34748,2020 Talley Road,(352) 315-7802,LifeStream Behavioral Center LifeStream Academy Leesburg
2158,Florida,Live Oak,32064,2486 Cecil Webb Place,(386) 842-5555,Florida Sheriffs Youth Ranches Inc Boys Ranch
2159,Florida,Live Oak,32060,920 NW Nobles Ferry Road,(386) 362-4218,Meridian Behavioral Healthcare Inc Suwannee County Clinic
2160,Florida,Longwood,32750,111 West Magnolia Avenue,(407) 215-0095,IMPOWER Outpatient and Telehealth Services
2161,Florida,Longwood,32750,555 West State Road 434,(321) 842-8886,Orlando Health South Seminole Hosp Behav Health
2162,Florida,Longwood,32750,455 West Warren Avenue,(407) 262-2220,South Seminole Behavioral Spec
2163,Florida,Longwood,32779,2767 West State Road 434,(407) 892-5700x401,TTHI Counseling Center Longwood
2164,Florida,Lutz,33549,21808 State Road 54,(813) 428-6100,Morton Plant North Bay Recov Ctr Adult unit
2165,Florida,Lutz,33549,21808 State Road 54,(813) 428-6100,Morton Plant North Bay Recov Ctr Pediatric Unit
2166,Florida,Macclenny,32063,92 West Lowder Street,(904) 259-0264,Meridian Behavioral Healthcare Inc Baker County Clinic
2167,Florida,Macclenny,32063,7487 South State Road 121,(904) 259-6211x1104,Northeast Florida State Hospital
2168,Florida,Madison,32340,225 Sumatra Road,(850) 973-5124,Apalachee Center Inc Madison County Clinic
2169,Florida,Maitland,32751,225 South Swoope Avenue,(407) 622-0444,Adapt Behavioral Services
2170,Florida,Maitland,32751,151 South Hall Lane,(844) 546-2614,Center for Discovery Orlando
2171,Florida,Maitland,32751,1650 North Park Avenue,(407) 647-0660,LaAmistad Behavioral Health Services Youth Services
2172,Florida,Marathon,33050,3000 41st Street Ocean,(305) 434-7660,Guidance Care Center Inc
2173,Florida,Marianna,32448,2925 Optimist Drive,(850) 372-4192,Blue Spring Outpatient Center
2174,Florida,Marianna,32448,2944 Pennsylvania Avenue,(850) 526-5500,Florida Therapy Services Outpatient Services
2175,Florida,Marianna,32446,4094 Lafayette Street,(850) 522-4485,Life Management Center Jackson County Facility
2176,Florida,Melbourne,32935,326 Croton Road,(321) 752-3170,Childrens Home Society of Florida
2177,Florida,Melbourne,32940,8000 Devereux Drive,(800) 338-3738x77130,Devereux Advanced BH Florida Intensive Residential Treatment Ctr
2178,Florida,Melbourne,32940,1299 Bedford Drive,(321) 259-1662,Florida Counseling Center
2179,Florida,Melbourne,32901,100 South Harbor City Boulevard,(844) 409-3477,JourneyPure Melbourne
2180,Florida,Miami,33175,13055 SW 42nd Street,(305) 480-7839,Advance Mental Health Clinic
2181,Florida,Miami,33180,20900 Biscayne Boulevard,(305) 682-7000,Aventura Hospital and Medical Center Behavioral Health Services
2182,Florida,Miami,33189,10720 Caribbean Boulevard,(786) 293-9544,Banyan Health Systems
2183,Florida,Miami,33134,3850 West Flagler Street,(305) 774-3300,Banyan Health Systems Adult Comm Outpt Psychiatric Servs
2184,Florida,Miami,33134,3800 West Flagler Street,(305) 774-3600,Banyan Health Systems Inpatient Adult CSU
2185,Florida,Miami,33172,1414 NW 107th Avenue,(786) 762-2952,Behavioral Aid Solutions Inc
2186,Florida,Miami,33135,1401 SW 1st Street,(305) 400-8998,Center for individual and Fam Csl Inc
2187,Florida,Miami,33162,1868 NE 164 Street,(305) 892-4600,Chrysalis Health Outpatient Office
2188,Florida,Miami,33142,2215 NW 36th Street,(305) 644-4555x1309,Chrysalis Health
2189,Florida,Miami,33133,3831 Grand Avenue,(786) 253-5100,Community Health of South Florida Coconut Grove
2190,Florida,Miami,33190,10300 SW 216th Street,(305) 253-5100,Community Health of South Florida Doris Ison Health Center
2191,Florida,Miami,33176,11440 North Kendall Drive,(305) 279-5535,Compass Health Systems Kendall Clinic
2192,Florida,Miami,33161,1065 NE 125th Street,(888) 852-6672,Compass Health Systems North Miami Clinic
2193,Florida,Miami,33135,2141 SW 1st Street,(305) 644-6024,Coral CMHC
2194,Florida,Miami,33125,1951 NW 17th Avenue,(305) 774-9570x205,Dade Family Counseling CMHC Inc
2195,Florida,Miami,33161,1150 NE 125th Street,(305) 403-0654x303,DGCMHC North Miami Office
2196,Florida,Miami,33143,5711 South Dixie Highway,(305) 667-1036,Fellowship House
2197,Florida,Miami,33162,17000 NE 21st Avenue,(305) 945-5340,Golden Palms Residential Trt Fac
2198,Florida,Miami,33133,2780 SW 37th Avenue,(305) 646-0112,Healthy Connections CMHC Inc
2199,Florida,Miami,33176,11040 SW 88th Street,(305) 270-5305,Improving Lives Community Mental Health Center Inc
2200,Florida,Miami,33169,160 NW 176th Street,(305) 816-6300,Integrity Behavioral Health LLC
2201,Florida,Miami,33136,1695 NW 9th Avenue,(305) 355-8234,Jackson Memorial Hospital Behavioral Health Hospital
2202,Florida,Miami,33157,9333 SW 152nd Street,(305) 256-5310,Jackson South Community Hospital Behavioral Health
2203,Florida,Miami,33180,18999 Biscayne Boulevard,(305) 933-9820,Jewish Community Services of South Florida
2204,Florida,Miami,33137,3550 Biscayne Boulevard,(305) 962-0672,Kedem Counseling Center Inc
2205,Florida,Miami,33136,1265 NW 12th Avenue,(305) 547-6800,Kristi House Inc
2206,Florida,Miami,33169,18425 NW 2nd Avenue,(305) 547-6870,Kristi House Inc
2207,Florida,Miami,33169,8925 SW 148th Street,(305) 547-6890,Kristi House Inc
2208,Florida,Miami,33143,7031 SW 62nd Avenue,(305) 284-7500x7575,Larkin Community Hospital
2209,Florida,Miami,33155,705 East 8th Avenue,(305) 883-5188,Mercy Behavioral Center
2210,Florida,Miami,33135,1901 SW 1st Street,(305) 631-8931,Miami Dade Community Services
2211,Florida,Miami,33125,1201 NW 16th Street,(305) 575-7000,Miami VA Healthcare System Mental Health Service (116)
2212,Florida,Miami,33155,7811 Coral Way,(305) 412-0138,Morning Star Centers Inc
2213,Florida,Miami,33155,3100 SW 62nd Avenue,(305) 666-6511,Nicklaus Childrens Hospital Inpatient Psychiatry Unit
2214,Florida,Miami,33150,1100 NW 95th Street,(305) 835-6000x3426,North Shore Medical Center
2215,Florida,Miami,33166,700 South Royal Poinciana Boulevard,(305) 668-9000,PsychSolutions Inc
2216,Florida,Miami,33189,10720 Caribbean Boulevard,(305) 668-9000x200,PsychSolutions Inc
2217,Florida,Miami,33174,9600 SW 8th Street,(786) 615-8388,Sunshine Behavior Center Inc
2218,Florida,Miami Beach,33139,1680 Meridian Avenue,(305) 531-5341,MIAMI BEACH Douglas Gardens CMHC
2219,Florida,Miami Beach,33140,333 West 41st Street,(305) 672-8080,Jewish Community Services of South Florida
2220,Florida,Miami Beach,33140,4300 Alton Road,(305) 674-2121x52294,Mount Sinai Medical Center Behavioral Health
